method,mode,seed,rate,pattern,n,weighted_f1
U2,Top1,69,0.7,T,194,87.7040620945961
U2,Top1,69,0.7,TV,53,92.40824534942182
U2,Top1,69,0.7,A,156,50.019324102358276
U2,Top1,69,0.7,AV,48,53.42624854819977
U2,Top1,69,0.7,AT,47,90.40974529346622
U2,Top1,69,0.7,ATV,15,92.97173414820473
U2,Top1,70,0.0,V,0,None
U2,Top1,70,0.0,T,0,None
U2,Top1,70,0.0,TV,0,None
U2,Top1,70,0.0,A,0,None
U2,Top1,70,0.0,AV,0,None
U2,Top1,70,0.0,AT,0,None
U2,Top1,70,0.0,ATV,686,87.466490502451
U2,Top1,70,0.1,V,6,83.80952380952381
U2,Top1,70,0.1,T,5,100.0
U2,Top1,70,0.1,TV,64,87.3015873015873
U2,Top1,70,0.1,A,8,51.94805194805194
U2,Top1,70,0.1,AV,56,52.05246913580246
U2,Top1,70,0.1,AT,55,83.25445941026575
U2,Top1,70,0.1,ATV,492,87.35297539876792
U2,Top1,70,0.2,V,30,29.02036235369569
U2,Top1,70,0.2,T,26,87.66603415559771
U2,Top1,70,0.2,TV,74,88.45018160913533
U2,Top1,70,0.2,A,25,37.608695652173914
U2,Top1,70,0.2,AV,93,58.60550612023228
U2,Top1,70,0.2,AT,85,84.91514770584537
U2,Top1,70,0.2,ATV,353,85.02368019693361
U2,Top1,70,0.3,V,63,36.38392857142858
U2,Top1,70,0.3,T,45,90.0
U2,Top1,70,0.3,TV,115,81.11812554987884
U2,Top1,70,0.3,A,44,47.61904761904761
U2,Top1,70,0.3,AV,98,52.348098986469104
U2,Top1,70,0.3,AT,86,85.20121951219511
U2,Top1,70,0.3,ATV,235,87.22615604534423
U2,Top1,70,0.4,V,70,58.50009140639284
U2,Top1,70,0.4,T,82,84.15007215007215
U2,Top1,70,0.4,TV,95,87.54319536928233
U2,Top1,70,0.4,A,83,47.697417525003736
U2,Top1,70,0.4,AV,107,52.66684534977218
U2,Top1,70,0.4,AT,109,84.53426046646386
U2,Top1,70,0.4,ATV,140,91.92023873238294
U2,Top1,70,0.5,V,113,58.32380952380952
U2,Top1,70,0.5,T,118,85.32114624505928
U2,Top1,70,0.5,TV,84,87.88814066591844
U2,Top1,70,0.5,A,128,46.405648267008985
U2,Top1,70,0.5,AV,84,49.30437324803522
U2,Top1,70,0.5,AT,86,85.67474048442907
U2,Top1,70,0.5,ATV,73,89.87587338138573
U2,Top1,70,0.6,V,116,50.2295684113866
U2,Top1,70,0.6,T,164,87.24708793428495
U2,Top1,70,0.6,TV,62,81.93785172498164
U2,Top1,70,0.6,A,150,58.06274139181193
U2,Top1,70,0.6,AV,75,56.719904046461714
U2,Top1,70,0.6,AT,80,82.44224659833364
U2,Top1,70,0.6,ATV,39,86.01398601398603
U2,Top1,70,0.7,V,194,50.39849167545457
U2,Top1,70,0.7,T,175,84.35389087563
U2,Top1,70,0.7,TV,41,88.14979058881497
U2,Top1,70,0.7,A,176,48.60363359236059
U2,Top1,70,0.7,AV,35,44.19117647058824
U2,Top1,70,0.7,AT,54,92.3076923076923
U2,Top1,70,0.7,ATV,11,100.0
U3,Top1,66,0.0,V,0,None
U3,Top1,66,0.0,T,0,None
U3,Top1,66,0.0,TV,0,None
U3,Top1,66,0.0,A,0,None
U3,Top1,66,0.0,AV,0,None
U3,Top1,66,0.0,AT,0,None
U3,Top1,66,0.0,ATV,686,86.72044163908976
U3,Top1,66,0.1,V,8,74.99999999999999
U3,Top1,66,0.1,T,7,50.0
U3,Top1,66,0.1,TV,62,88.72111427666984
U3,Top1,66,0.1,A,7,25.0
U3,Top1,66,0.1,AV,58,67.33783457921388
U3,Top1,66,0.1,AT,51,86.32366540563262
U3,Top1,66,0.1,ATV,493,87.41643943816901
U3,Top1,66,0.2,V,32,63.985408116735066
U3,Top1,66,0.2,T,23,67.9040596660734
U3,Top1,66,0.2,TV,87,90.58823529411765
U3,Top1,66,0.2,A,21,62.077922077922075
U3,Top1,66,0.2,AV,96,52.68817204301075
U3,Top1,66,0.2,AT,82,88.35396833226457
U3,Top1,66,0.2,ATV,345,84.11570951879774
U3,Top1,66,0.3,V,41,44.92549484765365
U3,Top1,66,0.3,T,43,92.70961524204905
U3,Top1,66,0.3,TV,80,84.23848878394332
U3,Top1,66,0.3,A,48,64.05943937858831
U3,Top1,66,0.3,AV,122,53.540990383095654
U3,Top1,66,0.3,AT,105,84.81786506176749
U3,Top1,66,0.3,ATV,247,86.00466199136619
U3,Top1,66,0.4,V,96,50.8916475540274
U3,Top1,66,0.4,T,71,85.24305555555554
U3,Top1,66,0.4,TV,102,89.94906621392191
U3,Top1,66,0.4,A,73,55.60811248623081
U3,Top1,66,0.4,AV,94,58.46676865544791
U3,Top1,66,0.4,AT,103,85.4374834787206
U3,Top1,66,0.4,ATV,147,86.35319636370596
U3,Top1,66,0.5,V,122,51.78572111322248
U3,Top1,66,0.5,T,129,89.19308758971499
U3,Top1,66,0.5,TV,94,88.75553285665646
U3,Top1,66,0.5,A,102,50.383054121371885
U3,Top1,66,0.5,AV,85,57.38930419781484
U3,Top1,66,0.5,AT,80,81.81444377990431
U3,Top1,66,0.5,ATV,74,87.2034088360619
U3,Top1,66,0.6,V,161,45.914959402834135
U3,Top1,66,0.6,T,144,88.18328392364903
U3,Top1,66,0.6,TV,83,83.22344322344321
U3,Top1,66,0.6,A,136,56.99445745957373
U3,Top1,66,0.6,AV,66,58.495670995671
U3,Top1,66,0.6,AT,63,90.09193619849357
U3,Top1,66,0.6,ATV,33,84.90496766358837
U3,Top1,66,0.7,V,173,46.77572779353339
U3,Top1,66,0.7,T,202,87.70229322381955
U3,Top1,66,0.7,TV,48,86.88127090301003
U3,Top1,66,0.7,A,168,46.38335559024524
U3,Top1,66,0.7,AV,41,62.72522522522523
U3,Top1,66,0.7,AT,38,86.35410921125207
U3,Top1,66,0.7,ATV,16,93.72549019607843
U3,Top1,67,0.0,V,0,None
U3,Top1,67,0.0,T,0,None
U3,Top1,67,0.0,TV,0,None
U3,Top1,67,0.0,A,0,None
U3,Top1,67,0.0,AV,0,None
U3,Top1,67,0.0,AT,0,None
U3,Top1,67,0.0,ATV,686,87.38661660891802
U3,Top1,67,0.1,V,6,19.04761904761905
U3,Top1,67,0.1,T,7,85.71428571428571
U3,Top1,67,0.1,TV,59,86.23985498290283
U3,Top1,67,0.1,A,5,78.09523809523809
U3,Top1,67,0.1,AV,62,36.64414681363834
U3,Top1,67,0.1,AT,61,80.02658690594882
U3,Top1,67,0.1,ATV,486,87.16787314613762
U3,Top1,67,0.2,V,24,71.36363636363637
U3,Top1,67,0.2,T,16,85.71428571428571
U3,Top1,67,0.2,TV,85,86.66556963413964
U3,Top1,67,0.2,A,19,33.77926421404682
U3,Top1,67,0.2,AV,93,42.81718789727943
U3,Top1,67,0.2,AT,80,89.325746799431
U3,Top1,67,0.2,ATV,369,87.70869732369545
U3,Top1,67,0.3,V,53,54.1313749490004
U3,Top1,67,0.3,T,58,84.07061024082302
U3,Top1,67,0.3,TV,93,86.56481227733624
U3,Top1,67,0.3,A,49,47.800269905533064
U3,Top1,67,0.3,AV,103,55.5374149659864
U3,Top1,67,0.3,AT,97,93.70574162679426
U3,Top1,67,0.3,ATV,233,82.95098247854153
U3,Top1,67,0.4,V,94,48.888888888888886
U3,Top1,67,0.4,T,90,86.36363636363636
U3,Top1,67,0.4,TV,85,86.59206391165154
U3,Top1,67,0.4,A,79,53.33333333333334
U3,Top1,67,0.4,AV,92,51.207455487235755
U3,Top1,67,0.4,AT,93,81.05166685760109
U3,Top1,67,0.4,ATV,153,84.36397115237074
U3,Top1,67,0.5,V,120,56.84637491360181
U3,Top1,67,0.5,T,110,82.44897959183673
U3,Top1,67,0.5,TV,85,88.33474218089603
U3,Top1,67,0.5,A,125,35.86918132372678
U3,Top1,67,0.5,AV,85,50.60541310541311
U3,Top1,67,0.5,AT,81,82.62891435059143
U3,Top1,67,0.5,ATV,80,88.04782596184282
U3,Top1,67,0.6,V,161,47.67238624216176
U3,Top1,67,0.6,T,153,83.76765144776789
U3,Top1,67,0.6,TV,58,91.52551383882526
U3,Top1,67,0.6,A,148,44.73948457284527
U3,Top1,67,0.6,AV,65,45.19207242476144
U3,Top1,67,0.6,AT,68,91.12721277334259
U3,Top1,67,0.6,ATV,33,83.66228070175438
U3,Top1,67,0.7,V,187,54.342674838111606
U3,Top1,67,0.7,T,171,86.6020508554563
U3,Top1,67,0.7,TV,41,73.68421052631578
U3,Top1,67,0.7,A,168,46.693427578282936
U3,Top1,67,0.7,AV,55,48.096132502347814
U3,Top1,67,0.7,AT,46,95.47348484848487
U3,Top1,67,0.7,ATV,18,94.42724458204333
U3,Top1,68,0.0,V,0,None
U3,Top1,68,0.0,T,0,None
U3,Top1,68,0.0,TV,0,None
U3,Top1,68,0.0,A,0,None
U3,Top1,68,0.0,AV,0,None
U3,Top1,68,0.0,AT,0,None
U3,Top1,68,0.0,ATV,686,87.74958571752225
U3,Top1,68,0.1,V,3,100.0
U3,Top1,68,0.1,T,8,73.33333333333334
U3,Top1,68,0.1,TV,75,90.12499752382084
U3,Top1,68,0.1,A,4,66.66666666666666
U3,Top1,68,0.1,AV,57,35.00248990206385
U3,Top1,68,0.1,AT,50,87.12605983042712
U3,Top1,68,0.1,ATV,489,86.45065650977665
U3,Top1,68,0.2,V,29,46.85598377281947
U3,Top1,68,0.2,T,19,78.94736842105263
U3,Top1,68,0.2,TV,97,83.64491367188401
U3,Top1,68,0.2,A,25,53.027950310559014
U3,Top1,68,0.2,AV,91,58.07552805632601
U3,Top1,68,0.2,AT,83,91.08692176895464
U3,Top1,68,0.2,ATV,342,85.45869929339977
U3,Top1,68,0.3,V,41,52.573115191138896
U3,Top1,68,0.3,T,63,86.29624909731957
U3,Top1,68,0.3,TV,102,85.51320311086995
U3,Top1,68,0.3,A,49,62.28625041614963
U3,Top1,68,0.3,AV,97,56.52173913043478
U3,Top1,68,0.3,AT,96,89.24731182795699
U3,Top1,68,0.3,ATV,238,86.35801414974016
U3,Top1,68,0.4,V,70,47.010692010692004
U3,Top1,68,0.4,T,68,92.19322344322345
U3,Top1,68,0.4,TV,108,89.24365959937049
U3,Top1,68,0.4,A,87,52.47824095281723
U3,Top1,68,0.4,AV,92,51.86017478152309
U3,Top1,68,0.4,AT,96,84.90126281888296
U3,Top1,68,0.4,ATV,165,88.51514054415868
U3,Top1,68,0.5,V,105,54.271438305051745
U3,Top1,68,0.5,T,117,86.20689655172413
U3,Top1,68,0.5,TV,90,87.0755270744893
U3,Top1,68,0.5,A,116,48.5630633145381
U3,Top1,68,0.5,AV,88,53.86259323006312
U3,Top1,68,0.5,AT,92,86.29227914942201
U3,Top1,68,0.5,ATV,78,85.47553093259464
U3,Top1,68,0.6,V,152,55.95061728395062
U3,Top1,68,0.6,T,150,84.95555902073912
U3,Top1,68,0.6,TV,67,88.93991282689913
U3,Top1,68,0.6,A,154,47.03961103961104
U3,Top1,68,0.6,AV,52,54.54545454545454
U3,Top1,68,0.6,AT,73,87.10342611794259
U3,Top1,68,0.6,ATV,38,97.35104452253157
U3,Top1,68,0.7,V,203,47.57731157731158
U3,Top1,68,0.7,T,137,87.88657149696596
U3,Top1,68,0.7,TV,44,81.13165266106444
U3,Top1,68,0.7,A,188,50.882207873733286
U3,Top1,68,0.7,AV,46,57.90514496396849
U3,Top1,68,0.7,AT,46,88.69149718206323
U3,Top1,68,0.7,ATV,22,81.81818181818183
U3,Top1,69,0.0,V,0,None
U3,Top1,69,0.0,T,0,None
U3,Top1,69,0.0,TV,0,None
U3,Top1,69,0.0,A,0,None
U3,Top1,69,0.0,AV,0,None
U3,Top1,69,0.0,AT,0,None
U3,Top1,69,0.0,ATV,686,87.20121463804566
U3,Top1,69,0.1,V,7,79.12087912087912
U3,Top1,69,0.1,T,7,83.80952380952381
U3,Top1,69,0.1,TV,52,83.6734693877551
U3,Top1,69,0.1,A,9,57.692307692307686
U3,Top1,69,0.1,AV,58,47.80623973727422
U3,Top1,69,0.1,AT,49,85.23954116059379
U3,Top1,69,0.1,ATV,504,86.7436103071934
U3,Top1,69,0.2,V,24,41.66666666666667
U3,Top1,69,0.2,T,23,91.30434782608695
U3,Top1,69,0.2,TV,80,83.06531411910676
U3,Top1,69,0.2,A,29,46.02122015915119
U3,Top1,69,0.2,AV,87,48.19277108433735
U3,Top1,69,0.2,AT,96,83.42857142857143
U3,Top1,69,0.2,ATV,347,84.6539304729095
U3,Top1,69,0.3,V,46,41.269841269841265
U3,Top1,69,0.3,T,45,82.47413405308141
U3,Top1,69,0.3,TV,102,83.42074592074593
U3,Top1,69,0.3,A,50,44.01906088088757
U3,Top1,69,0.3,AV,94,53.43060301043495
U3,Top1,69,0.3,AT,105,89.33083490504036
U3,Top1,69,0.3,ATV,244,86.92056722550394
U3,Top1,69,0.4,V,79,50.10045662100456
U3,Top1,69,0.4,T,78,84.3216358109975
U3,Top1,69,0.4,TV,96,91.14560366875386
U3,Top1,69,0.4,A,90,43.251027401158886
U3,Top1,69,0.4,AV,101,47.13465298142718
U3,Top1,69,0.4,AT,91,85.76134453781512
U3,Top1,69,0.4,ATV,151,84.40474332969262
U3,Top1,69,0.5,V,125,55.73770491803278
U3,Top1,69,0.5,T,133,89.51000690131124
U3,Top1,69,0.5,TV,88,76.29249671955148
U3,Top1,69,0.5,A,123,48.39080459770115
U3,Top1,69,0.5,AV,77,41.66868533065716
U3,Top1,69,0.5,AT,70,81.65908373249367
U3,Top1,69,0.5,ATV,70,81.65564097979619
U3,Top1,69,0.6,V,151,43.70912007898309
U3,Top1,69,0.6,T,166,85.2105486483986
U3,Top1,69,0.6,TV,56,85.54163185742134
U3,Top1,69,0.6,A,148,46.053140096618364
U3,Top1,69,0.6,AV,51,39.47975796893519
U3,Top1,69,0.6,AT,65,84.12698412698413
U3,Top1,69,0.6,ATV,49,91.3386524822695
U3,Top1,69,0.7,V,173,48.13992285639581
U3,Top1,69,0.7,T,194,87.7040620945961
U3,Top1,69,0.7,TV,53,92.40824534942182
U3,Top1,69,0.7,A,156,50.871873681060755
U3,Top1,69,0.7,AV,48,53.42624854819977
U3,Top1,69,0.7,AT,47,90.40974529346622
U3,Top1,69,0.7,ATV,15,92.97173414820473
U3,Top1,70,0.0,V,0,None
U3,Top1,70,0.0,T,0,None
U3,Top1,70,0.0,TV,0,None
U3,Top1,70,0.0,A,0,None
U3,Top1,70,0.0,AV,0,None
U3,Top1,70,0.0,AT,0,None
U3,Top1,70,0.0,ATV,686,87.466490502451
U3,Top1,70,0.1,V,6,83.80952380952381
U3,Top1,70,0.1,T,5,100.0
U3,Top1,70,0.1,TV,64,87.3015873015873
U3,Top1,70,0.1,A,8,51.94805194805194
U3,Top1,70,0.1,AV,56,52.05246913580246
U3,Top1,70,0.1,AT,55,83.25445941026575
U3,Top1,70,0.1,ATV,492,87.35297539876792
U3,Top1,70,0.2,V,30,44.90421455938697
U3,Top1,70,0.2,T,26,87.66603415559771
U3,Top1,70,0.2,TV,74,88.45018160913533
U3,Top1,70,0.2,A,25,37.16931216931217
U3,Top1,70,0.2,AV,93,60.843046329949445
U3,Top1,70,0.2,AT,85,84.91514770584537
U3,Top1,70,0.2,ATV,353,85.02368019693361
U3,Top1,70,0.3,V,63,36.38392857142858
U3,Top1,70,0.3,T,45,90.0
U3,Top1,70,0.3,TV,115,81.11812554987884
U3,Top1,70,0.3,A,44,50.02836074872376
U3,Top1,70,0.3,AV,98,53.37264731990975
U3,Top1,70,0.3,AT,86,85.20121951219511
U3,Top1,70,0.3,ATV,235,87.22615604534423
U3,Top1,70,0.4,V,70,60.804377564979475
U3,Top1,70,0.4,T,82,84.15007215007215
U3,Top1,70,0.4,TV,95,87.54319536928233
U3,Top1,70,0.4,A,83,48.05194805194805
U3,Top1,70,0.4,AV,107,51.263233525909854
U3,Top1,70,0.4,AT,109,84.53426046646386
U3,Top1,70,0.4,ATV,140,91.92023873238294
U3,Top1,70,0.5,V,113,61.13681879328169
U3,Top1,70,0.5,T,118,85.32114624505928
U3,Top1,70,0.5,TV,84,87.88814066591844
U3,Top1,70,0.5,A,128,46.44109464967329
U3,Top1,70,0.5,AV,84,49.30437324803522
U3,Top1,70,0.5,AT,86,85.67474048442907
U3,Top1,70,0.5,ATV,73,89.87587338138573
U3,Top1,70,0.6,V,116,49.361612133297086
U3,Top1,70,0.6,T,164,87.24708793428495
U3,Top1,70,0.6,TV,62,81.93785172498164
U3,Top1,70,0.6,A,150,58.23575873162648
U3,Top1,70,0.6,AV,75,58.11497482730359
U3,Top1,70,0.6,AT,80,82.44224659833364
U3,Top1,70,0.6,ATV,39,86.01398601398603
U3,Top1,70,0.7,V,194,53.11547569847611
U3,Top1,70,0.7,T,175,84.35389087563
U3,Top1,70,0.7,TV,41,88.14979058881497
U3,Top1,70,0.7,A,176,47.337278106508876
U3,Top1,70,0.7,AV,35,47.346059113300484
U3,Top1,70,0.7,AT,54,92.3076923076923
U3,Top1,70,0.7,ATV,11,100.0
U1,Top2,66,0.0,V,0,None
U1,Top2,66,0.0,T,0,None
U1,Top2,66,0.0,TV,0,None
U1,Top2,66,0.0,A,0,None
U1,Top2,66,0.0,AV,0,None
U1,Top2,66,0.0,AT,0,None
U1,Top2,66,0.0,ATV,686,86.72044163908976
U1,Top2,66,0.1,V,8,74.99999999999999
U1,Top2,66,0.1,T,7,50.0
U1,Top2,66,0.1,TV,62,88.72111427666984
U1,Top2,66,0.1,A,7,25.0
U1,Top2,66,0.1,AV,58,70.94757094757095
U1,Top2,66,0.1,AT,51,86.32366540563262
U1,Top2,66,0.1,ATV,493,87.41643943816901
U1,Top2,66,0.2,V,32,61.269841269841265
U1,Top2,66,0.2,T,23,67.9040596660734
U1,Top2,66,0.2,TV,87,90.58823529411765
U1,Top2,66,0.2,A,21,62.077922077922075
U1,Top2,66,0.2,AV,96,52.68817204301075
U1,Top2,66,0.2,AT,82,88.35396833226457
U1,Top2,66,0.2,ATV,345,84.11570951879774
U1,Top2,66,0.3,V,41,49.54070319923979
U1,Top2,66,0.3,T,43,92.70961524204905
U1,Top2,66,0.3,TV,80,84.23848878394332
U1,Top2,66,0.3,A,48,64.05943937858831
U1,Top2,66,0.3,AV,122,52.660746694322
U1,Top2,66,0.3,AT,105,84.81786506176749
U1,Top2,66,0.3,ATV,247,86.00466199136619
U1,Top2,66,0.4,V,96,52.107932643538255
U1,Top2,66,0.4,T,71,85.24305555555554
U1,Top2,66,0.4,TV,102,89.94906621392191
U1,Top2,66,0.4,A,73,55.60811248623081
U1,Top2,66,0.4,AV,94,57.32684675457688
U1,Top2,66,0.4,AT,103,85.4374834787206
U1,Top2,66,0.4,ATV,147,86.35319636370596
U1,Top2,66,0.5,V,122,51.78572111322248
U1,Top2,66,0.5,T,129,89.19308758971499
U1,Top2,66,0.5,TV,94,88.75553285665646
U1,Top2,66,0.5,A,102,51.18457300275482
U1,Top2,66,0.5,AV,85,56.161980293198745
U1,Top2,66,0.5,AT,80,81.81444377990431
U1,Top2,66,0.5,ATV,74,87.2034088360619
U1,Top2,66,0.6,V,161,45.914959402834135
U1,Top2,66,0.6,T,144,88.18328392364903
U1,Top2,66,0.6,TV,83,83.22344322344321
U1,Top2,66,0.6,A,136,56.99445745957373
U1,Top2,66,0.6,AV,66,58.495670995671
U1,Top2,66,0.6,AT,63,90.09193619849357
U1,Top2,66,0.6,ATV,33,84.90496766358837
U1,Top2,66,0.7,V,173,46.77572779353339
U1,Top2,66,0.7,T,202,87.70229322381955
U1,Top2,66,0.7,TV,48,86.88127090301003
U1,Top2,66,0.7,A,168,46.4285531754266
U1,Top2,66,0.7,AV,41,62.72522522522523
U1,Top2,66,0.7,AT,38,86.35410921125207
U1,Top2,66,0.7,ATV,16,93.72549019607843
U1,Top2,67,0.0,V,0,None
U1,Top2,67,0.0,T,0,None
U1,Top2,67,0.0,TV,0,None
U1,Top2,67,0.0,A,0,None
U1,Top2,67,0.0,AV,0,None
U1,Top2,67,0.0,AT,0,None
U1,Top2,67,0.0,ATV,686,87.38661660891802
U1,Top2,67,0.1,V,6,33.33333333333333
U1,Top2,67,0.1,T,7,85.71428571428571
U1,Top2,67,0.1,TV,59,86.23985498290283
U1,Top2,67,0.1,A,5,78.09523809523809
U1,Top2,67,0.1,AV,62,36.64414681363834
U1,Top2,67,0.1,AT,61,80.02658690594882
U1,Top2,67,0.1,ATV,486,87.16787314613762
U1,Top2,67,0.2,V,24,71.36363636363637
U1,Top2,67,0.2,T,16,85.71428571428571
U1,Top2,67,0.2,TV,85,86.66556963413964
U1,Top2,67,0.2,A,19,33.77926421404682
U1,Top2,67,0.2,AV,93,43.095433415367786
U1,Top2,67,0.2,AT,80,89.325746799431
U1,Top2,67,0.2,ATV,369,87.70869732369545
U1,Top2,67,0.3,V,53,52.23376623376622
U1,Top2,67,0.3,T,58,84.07061024082302
U1,Top2,67,0.3,TV,93,86.56481227733624
U1,Top2,67,0.3,A,49,45.617563264622085
U1,Top2,67,0.3,AV,103,54.545454545454554
U1,Top2,67,0.3,AT,97,93.70574162679426
U1,Top2,67,0.3,ATV,233,82.95098247854153
U1,Top2,67,0.4,V,94,52.41708894656614
U1,Top2,67,0.4,T,90,86.36363636363636
U1,Top2,67,0.4,TV,85,86.59206391165154
U1,Top2,67,0.4,A,79,50.824645673960745
U1,Top2,67,0.4,AV,92,51.416469451136734
U1,Top2,67,0.4,AT,93,81.05166685760109
U1,Top2,67,0.4,ATV,153,84.36397115237074
U1,Top2,67,0.5,V,120,56.84637491360181
U1,Top2,67,0.5,T,110,82.44897959183673
U1,Top2,67,0.5,TV,85,88.33474218089603
U1,Top2,67,0.5,A,125,37.75538095395613
U1,Top2,67,0.5,AV,85,48.637316561844855
U1,Top2,67,0.5,AT,81,82.62891435059143
U1,Top2,67,0.5,ATV,80,88.04782596184282
U1,Top2,67,0.6,V,161,47.012471655328795
U1,Top2,67,0.6,T,153,83.76765144776789
U1,Top2,67,0.6,TV,58,91.52551383882526
U1,Top2,67,0.6,A,148,44.621620350778194
U1,Top2,67,0.6,AV,65,45.19207242476144
U1,Top2,67,0.6,AT,68,91.12721277334259
U1,Top2,67,0.6,ATV,33,83.66228070175438
U1,Top2,67,0.7,V,187,53.77906219896378
U1,Top2,67,0.7,T,171,86.6020508554563
U1,Top2,67,0.7,TV,41,73.68421052631578
U1,Top2,67,0.7,A,168,46.62913390116775
U1,Top2,67,0.7,AV,55,46.15384615384615
U1,Top2,67,0.7,AT,46,95.47348484848487
U1,Top2,67,0.7,ATV,18,94.42724458204333
U1,Top2,68,0.0,V,0,None
U1,Top2,68,0.0,T,0,None
U1,Top2,68,0.0,TV,0,None
U1,Top2,68,0.0,A,0,None
U1,Top2,68,0.0,AV,0,None
U1,Top2,68,0.0,AT,0,None
U1,Top2,68,0.0,ATV,686,87.74958571752225
U1,Top2,68,0.1,V,3,100.0
U1,Top2,68,0.1,T,8,73.33333333333334
U1,Top2,68,0.1,TV,75,90.12499752382084
U1,Top2,68,0.1,A,4,66.66666666666666
U1,Top2,68,0.1,AV,57,35.00248990206385
U1,Top2,68,0.1,AT,50,87.12605983042712
U1,Top2,68,0.1,ATV,489,86.45065650977665
U1,Top2,68,0.2,V,29,46.85598377281947
U1,Top2,68,0.2,T,19,78.94736842105263
U1,Top2,68,0.2,TV,97,83.64491367188401
U1,Top2,68,0.2,A,25,53.027950310559014
U1,Top2,68,0.2,AV,91,58.07552805632601
U1,Top2,68,0.2,AT,83,91.08692176895464
U1,Top2,68,0.2,ATV,342,85.45869929339977
U1,Top2,68,0.3,V,41,46.34146341463415
U1,Top2,68,0.3,T,63,86.29624909731957
U1,Top2,68,0.3,TV,102,85.51320311086995
U1,Top2,68,0.3,A,49,60.406334986402165
U1,Top2,68,0.3,AV,97,54.70378845664886
U1,Top2,68,0.3,AT,96,89.24731182795699
U1,Top2,68,0.3,ATV,238,86.35801414974016
U1,Top2,68,0.4,V,70,49.71360023991603
U1,Top2,68,0.4,T,68,92.19322344322345
U1,Top2,68,0.4,TV,108,89.24365959937049
U1,Top2,68,0.4,A,87,53.435960591133004
U1,Top2,68,0.4,AV,92,52.83005337862973
U1,Top2,68,0.4,AT,96,84.90126281888296
U1,Top2,68,0.4,ATV,165,88.51514054415868
U1,Top2,68,0.5,V,105,53.200923226433424
U1,Top2,68,0.5,T,117,86.20689655172413
U1,Top2,68,0.5,TV,90,87.0755270744893
U1,Top2,68,0.5,A,116,48.5630633145381
U1,Top2,68,0.5,AV,88,56.04072954482998
U1,Top2,68,0.5,AT,92,86.29227914942201
U1,Top2,68,0.5,ATV,78,85.47553093259464
U1,Top2,68,0.6,V,152,57.635164835164844
U1,Top2,68,0.6,T,150,84.95555902073912
U1,Top2,68,0.6,TV,67,88.93991282689913
U1,Top2,68,0.6,A,154,48.161198904846536
U1,Top2,68,0.6,AV,52,56.43961532330907
U1,Top2,68,0.6,AT,73,87.10342611794259
U1,Top2,68,0.6,ATV,38,97.35104452253157
U1,Top2,68,0.7,V,203,47.69887613527687
U1,Top2,68,0.7,T,137,87.88657149696596
U1,Top2,68,0.7,TV,44,81.13165266106444
U1,Top2,68,0.7,A,188,49.998739895070315
U1,Top2,68,0.7,AV,46,57.90514496396849
U1,Top2,68,0.7,AT,46,88.69149718206323
U1,Top2,68,0.7,ATV,22,81.81818181818183
U1,Top2,69,0.0,V,0,None
U1,Top2,69,0.0,T,0,None
U1,Top2,69,0.0,TV,0,None
U1,Top2,69,0.0,A,0,None
U1,Top2,69,0.0,AV,0,None
U1,Top2,69,0.0,AT,0,None
U1,Top2,69,0.0,ATV,686,87.20121463804566
U1,Top2,69,0.1,V,7,79.12087912087912
U1,Top2,69,0.1,T,7,83.80952380952381
U1,Top2,69,0.1,TV,52,83.6734693877551
U1,Top2,69,0.1,A,9,57.692307692307686
U1,Top2,69,0.1,AV,58,47.80623973727422
U1,Top2,69,0.1,AT,49,85.23954116059379
U1,Top2,69,0.1,ATV,504,86.7436103071934
U1,Top2,69,0.2,V,24,45.546737213403894
U1,Top2,69,0.2,T,23,91.30434782608695
U1,Top2,69,0.2,TV,80,83.06531411910676
U1,Top2,69,0.2,A,29,46.02122015915119
U1,Top2,69,0.2,AV,87,49.485850378257226
U1,Top2,69,0.2,AT,96,83.42857142857143
U1,Top2,69,0.2,ATV,347,84.6539304729095
U1,Top2,69,0.3,V,46,41.269841269841265
U1,Top2,69,0.3,T,45,82.47413405308141
U1,Top2,69,0.3,TV,102,83.42074592074593
U1,Top2,69,0.3,A,50,44.01906088088757
U1,Top2,69,0.3,AV,94,52.52607561929595
U1,Top2,69,0.3,AT,105,89.33083490504036
U1,Top2,69,0.3,ATV,244,86.92056722550394
U1,Top2,69,0.4,V,79,48.98847376788553
U1,Top2,69,0.4,T,78,84.3216358109975
U1,Top2,69,0.4,TV,96,91.14560366875386
U1,Top2,69,0.4,A,90,48.23629553966634
U1,Top2,69,0.4,AV,101,48.37194055944056
U1,Top2,69,0.4,AT,91,85.76134453781512
U1,Top2,69,0.4,ATV,151,84.40474332969262
U1,Top2,69,0.5,V,125,56.474512279157565
U1,Top2,69,0.5,T,133,89.51000690131124
U1,Top2,69,0.5,TV,88,76.29249671955148
U1,Top2,69,0.5,A,123,48.26107226107226
U1,Top2,69,0.5,AV,77,47.32621774875296
U1,Top2,69,0.5,AT,70,81.65908373249367
U1,Top2,69,0.5,ATV,70,81.65564097979619
U1,Top2,69,0.6,V,151,44.32526194041318
U1,Top2,69,0.6,T,166,85.2105486483986
U1,Top2,69,0.6,TV,56,85.54163185742134
U1,Top2,69,0.6,A,148,46.65934931892377
U1,Top2,69,0.6,AV,51,39.47975796893519
U1,Top2,69,0.6,AT,65,84.12698412698413
U1,Top2,69,0.6,ATV,49,91.3386524822695
